tournament,stage,date,home_team,away_team,home_score,away_score,venue,winner
1974--west-germany,Group 4,1974-06-19,Haiti,Poland,0,7,"Olympiastadion, Munich",Poland
1974--west-germany,Group 4,1974-06-19,Argentina,Italy,1,1,"Neckarstadion, Stuttgart",Draw
1974--west-germany,Group 4,1974-06-23,Argentina,Haiti,4,1,"Olympiastadion, Munich",Argentina
1974--west-germany,Group 4,1974-06-23,Poland,Italy,2,1,"Neckarstadion, Stuttgart",Poland
1974--west-germany,Group A,1974-06-26,Brazil,East Germany,1,0,"Niedersachsenstadion, Hanover",Brazil
1974--west-germany,Group A,1974-06-26,Netherlands,Argentina,4,0,"Parkstadion, Gelsenkirchen",Netherlands
1974--west-germany,Group A,1974-06-30,East Germany,Netherlands,0,2,"Parkstadion, Gelsenkirchen",Netherlands
1974--west-germany,Group A,1974-06-30,Argentina,Brazil,1,2,"Niedersachsenstadion, Hanover",Brazil
1974--west-germany,Group A,1974-07-03,Argentina,East Germany,1,1,"Parkstadion, Gelsenkirchen",Draw
1974--west-germany,Group A,1974-07-03,Netherlands,Brazil,2,0,"Westfalenstadion, Dortmund",Netherlands
1974--west-germany,Group B,1974-06-26,Yugoslavia,West Germany,0,2,"Rheinstadion, Düsseldorf",West Germany
1974--west-germany,Group B,1974-06-26,Sweden,Poland,0,1,"Neckarstadion, Stuttgart",Poland
1974--west-germany,Group B,1974-06-30,West Germany,Sweden,4,2,"Rheinstadion, Düsseldorf",West Germany
1974--west-germany,Group B,1974-06-30,Poland,Yugoslavia,2,1,"Waldstadion, Frankfurt",Poland
1974--west-germany,Group B,1974-07-03,Poland,West Germany,0,1,"Waldstadion, Frankfurt",West Germany
1974--west-germany,Group B,1974-07-03,Sweden,Yugoslavia,2,1,"Rheinstadion, Düsseldorf",Sweden
1974--west-germany,Group B,1974-07-06,Brazil,Poland,0,1,"Olympiastadion, Munich",Poland
1974--west-germany,Final,1974-07-07,Netherlands,West Germany,1,2,"Olympiastadion, Munich",West Germany
1978--argentina,Group 1,1978-06-02,Argentina,Hungary,2,1,"Estadio Monumental, Buenos Aires",Argentina
1978--argentina,Group 1,1978-06-02,Italy,France,2,1,"Estadio José María Minella, Mar del Plata",Italy
1978--argentina,Group 1,1978-06-06,Argentina,France,2,1,"Estadio Monumental, Buenos Aires",Argentina
1978--argentina,Group 1,1978-06-06,Italy,Hungary,3,1,"Estadio José María Minella, Mar del Plata",Italy
1978--argentina,Group 1,1978-06-10,Argentina,Italy,0,1,"Estadio Monumental, Buenos Aires",Italy
1978--argentina,Group 1,1978-06-10,France,Hungary,3,1,"Estadio José María Minella, Mar del Plata",France
1978--argentina,Group 2,1978-06-01,West Germany,Poland,0,0,"Estadio Monumental, Buenos Aires",Draw
1978--argentina,Group 2,1978-06-02,Tunisia,Mexico,3,1,"Estadio Gigante de Arroyito, Rosario",Tunisia
1978--argentina,Group 2,1978-06-06,Poland,Tunisia,1,0,"Estadio Gigante de Arroyito, Rosario",Poland
1978--argentina,Group 2,1978-06-06,West Germany,Mexico,6,0,"Estadio Chateau Carreras, Córdoba",West Germany
1978--argentina,Group 2,1978-06-10,Poland,Mexico,3,1,"Estadio Gigante de Arroyito, Rosario",Poland
1978--argentina,Group 2,1978-06-10,West Germany,Tunisia,0,0,"Estadio Olímpico Chateau Carreras, Córdoba",Draw
1978--argentina,Group 3,1978-06-03,Austria,Spain,2,1,"Estadio José Amalfitani, Buenos Aires",Austria
1978--argentina,Group 3,1978-06-03,Brazil,Sweden,1,1,"Estadio José Maria Minella, Mar del Plata",Draw
1978--argentina,Group 3,1978-06-07,Austria,Sweden,1,0,"Estadio José Amalfitani, Buenos Aires",Austria
1978--argentina,Group 3,1978-06-07,Brazil,Spain,0,0,"Estadio José Maria Minella, Mar del Plata",Draw
1978--argentina,Group 3,1978-06-11,Spain,Sweden,1,0,"Estadio José Amalfitani, Buenos Aires",Spain
1978--argentina,Group 3,1978-06-11,Brazil,Austria,1,0,"Estadio José Maria Minella, Mar del Plata",Brazil
1978--argentina,Group 4,1978-06-03,Peru,Scotland,3,1,"Estadio Chateau Carreras, Córdoba",Peru
1978--argentina,Group 4,1978-06-03,Netherlands,Iran,3,0,"Estadio Ciudad de Mendoza, Mendoza",Netherlands
1978--argentina,Group 4,1978-06-07,Scotland,Iran,1,1,"Estadio Chateau Carreras, Córdoba",Draw
1978--argentina,Group 4,1978-06-07,Netherlands,Peru,0,0,"Estadio Ciudad de Mendoza, Mendoza",Draw
1978--argentina,Group 4,1978-06-11,Peru,Iran,4,1,"Estadio Chateau Carreras, Córdoba",Peru
1978--argentina,Group 4,1978-06-11,Scotland,Netherlands,3,2,"Estadio Ciudad de Mendoza, Mendoza",Scotland
1978--argentina,Group A,1978-06-14,Italy,West Germany,0,0,"Estadio Monumental, Buenos Aires",Draw
1978--argentina,Group A,1978-06-14,Austria,Netherlands,1,5,"Estadio Chateau Carreras, Córdoba",Netherlands
1978--argentina,Group A,1978-06-18,Italy,Austria,1,0,"Estadio Monumental, Buenos Aires",Italy
1978--argentina,Group A,1978-06-18,Netherlands,West Germany,2,2,"Estadio Chateau Carreras, Córdoba",Draw
1978--argentina,Group A,1978-06-21,Italy,Netherlands,1,2,"Estadio Monumental, Buenos Aires",Netherlands
1978--argentina,Group A,1978-06-21,Austria,West Germany,3,2,"Estadio Chateau Carreras, Córdoba",Austria
1978--argentina,Group B,1978-06-14,Argentina,Poland,2,0,"Estadio Gigante de Arroyito, Rosario",Argentina
1978--argentina,Group B,1978-06-14,Peru,Brazil,0,3,"Estadio Ciudad de Mendoza, Mendoza",Brazil
1978--argentina,Group B,1978-06-18,Argentina,Brazil,0,0,"Estadio Gigante de Arroyito, Rosario",Draw
1978--argentina,Group B,1978-06-18,Peru,Poland,0,1,"Estadio Ciudad de Mendoza, Mendoza",Poland
1978--argentina,Group B,1978-06-21,Argentina,Peru,6,0,"Estadio Gigante de Arroyito, Rosario",Argentina
1978--argentina,Group B,1978-06-21,Poland,Brazil,1,3,"Estadio Ciudad de Mendoza, Mendoza",Brazil
1978--argentina,Third place match,1978-06-24,Brazil,Italy,2,1,"Estadio Monumental, Buenos Aires",Brazil
1978--argentina,Final,1978-06-25,Netherlands,Argentina,1,3,"Estadio Monumental, Buenos Aires",Argentina
1982--spain,Group 1,1982-06-14,Italy,Poland,0,0,"Balaídos, Vigo",Draw
1982--spain,Group 1,1982-06-15,Peru,Cameroon,0,0,"Estadio de Riazor, A Coruña",Draw
1982--spain,Group 1,1982-06-18,Italy,Peru,1,1,"Balaídos, Vigo",Draw
1982--spain,Group 1,1982-06-19,Poland,Cameroon,0,0,"Estadio de Riazor, A Coruña",Draw
1982--spain,Group 1,1982-06-22,Poland,Peru,5,1,"Estadio de Riazor, A Coruña",Poland
1982--spain,Group 1,1982-06-23,Italy,Cameroon,1,1,"Balaídos, Vigo",Draw
1982--spain,Group 2,1982-06-16,West Germany,Algeria,1,2,"El Molinón, Gijón",Algeria
1982--spain,Group 2,1982-06-17,Chile,Austria,0,1,"Estadio Carlos Tartiere, Oviedo",Austria
1982--spain,Group 2,1982-06-20,West Germany,Chile,4,1,"El Molinón, Gijón",West Germany
1982--spain,Group 2,1982-06-21,Algeria,Austria,0,2,"Estadio Carlos Tartiere, Oviedo",Austria
1982--spain,Group 2,1982-06-24,Algeria,Chile,3,2,"Estadio Carlos Tartiere, Oviedo",Algeria
1982--spain,Group 2,1982-06-25,West Germany,Austria,1,0,"El Molinón, Gijón",West Germany
1982--spain,Group 3,1982-06-13,Argentina,Belgium,0,1,"Camp Nou, Barcelona",Belgium
1982--spain,Group 3,1982-06-15,Hungary,El Salvador,10,1,"Nuevo Estadio, Elche",Hungary
1982--spain,Group 3,1982-06-18,Argentina,Hungary,4,1,"Estadio José Rico Pérez, Alicante",Argentina
1982--spain,Group 3,1982-06-19,Belgium,El Salvador,1,0,"Nuevo Estadio, Elche",Belgium
1982--spain,Group 3,1982-06-22,Belgium,Hungary,1,1,"Nuevo Estadio, Elche",Draw
1982--spain,Group 3,1982-06-23,Argentina,El Salvador,2,0,"Estadio José Rico Pérez, Alicante",Argentina
1982--spain,Group 4,1982-06-16,England,France,3,1,"Estadio San Mamés, Bilbao",England
1982--spain,Group 4,1982-06-17,Czechoslovakia,Kuwait,1,1,"Estadio José Zorrilla, Valladolid",Draw
1982--spain,Group 4,1982-06-20,England,Czechoslovakia,2,0,"Estadio San Mamés, Bilbao",England
1982--spain,Group 4,1982-06-21,France,Kuwait,4,1,"Estadio José Zorrilla, Valladolid",France
1982--spain,Group 4,1982-06-24,France,Czechoslovakia,1,1,"Estadio José Zorrilla, Valladolid",Draw
1982--spain,Group 4,1982-06-25,England,Kuwait,1,0,"Estadio San Mamés, Bilbao",England
1982--spain,Group 5,1982-06-16,Spain,Honduras,1,1,"Estadio Luis Casanova, Valencia",Draw
1982--spain,Group 5,1982-06-17,Yugoslavia,Northern Ireland,0,0,"La Romareda, Zaragoza",Draw
1982--spain,Group 5,1982-06-20,Spain,Yugoslavia,2,1,"Estadio Luis Casanova, Valencia",Spain
1982--spain,Group 5,1982-06-21,Honduras,Northern Ireland,1,1,"La Romareda, Zaragoza",Draw
1982--spain,Group 5,1982-06-24,Honduras,Yugoslavia,0,1,"La Romareda, Zaragoza",Yugoslavia
1982--spain,Group 5,1982-06-25,Spain,Northern Ireland,0,1,"Estadio Luis Casanova, Valencia",Northern Ireland
1982--spain,Group 6,1982-06-14,Brazil,Soviet Union,2,1,"Estadio Ramón Sánchez Pizjuán, Seville",Brazil
1982--spain,Group 6,1982-06-15,Scotland,New Zealand,5,2,"Estadio La Rosaleda, Málaga",Scotland
1982--spain,Group 6,1982-06-18,Brazil,Scotland,4,1,"Estadio Benito Villamarín, Seville",Brazil
1982--spain,Group 6,1982-06-19,Soviet Union,New Zealand,3,0,"Estadio La Rosaleda, Málaga",Soviet Union
1982--spain,Group 6,1982-06-22,Soviet Union,Scotland,2,2,"Estadio La Rosaleda, Málaga",Draw
1982--spain,Group 6,1982-06-23,Brazil,New Zealand,4,0,"Estadio Benito Villamarín, Seville",Brazil
1982--spain,Group A,1982-06-28,Poland,Belgium,3,0,"Camp Nou, Barcelona",Poland
1982--spain,Group A,1982-07-01,Belgium,Soviet Union,0,1,"Camp Nou, Barcelona",Soviet Union
1982--spain,Group A,1982-07-04,Soviet Union,Poland,0,0,"Camp Nou, Barcelona",Draw
1982--spain,Group B,1982-06-29,West Germany,England,0,0,"Estadio Santiago Bernabéu, Madrid",Draw
1982--spain,Group B,1982-07-02,West Germany,Spain,2,1,"Estadio Santiago Bernabéu, Madrid",West Germany
1982--spain,Group B,1982-07-05,Spain,England,0,0,"Estadio Santiago Bernabéu, Madrid",Draw
1982--spain,Group C,1982-06-29,Italy,Argentina,2,1,"Estadio Sarriá, Barcelona",Italy
1982--spain,Group C,1982-07-02,Argentina,Brazil,1,3,"Estadio Sarriá, Barcelona",Brazil
1982--spain,Group C,1982-07-05,Italy,Brazil,3,2,"Estadio Sarriá, Barcelona",Italy
1982--spain,Group D,1982-06-28,Austria,France,0,1,"Estadio Vicente Calderón, Madrid",France
1982--spain,Group D,1982-07-01,Austria,Northern Ireland,2,2,"Estadio Vicente Calderón, Madrid",Draw
1982--spain,Group D,1982-07-04,Northern Ireland,France,1,4,"Estadio Vicente Calderón, Madrid",France
1982--spain,Semi-finals,1982-07-08,Poland,Italy,0,2,"Camp Nou, Barcelona",Italy
1982--spain,Semi-finals,1982-07-08,West Germany,France,5,4,"Estadio Ramón Sánchez Pizjuán, Seville",West Germany
1982--spain,Third place match,1982-07-10,Poland,France,3,2,"Estadio José Rico Pérez, Alicante",Poland
1982--spain,Final,1982-07-11,Italy,West Germany,3,1,Estadio Santiago Bernabéu,Italy
1986--mexico,Group A,1986-05-31,Bulgaria,Italy,1,1,"Estadio Azteca, Mexico City",Draw
1986--mexico,Group A,1986-06-02,Argentina,South Korea,3,1,"Estadio Olímpico Universitario, Mexico City",Argentina
1986--mexico,Group A,1986-06-05,Italy,Argentina,1,1,"Estadio Cuauhtémoc, Puebla",Draw
1986--mexico,Group A,1986-06-05,South Korea,Bulgaria,1,1,"Estadio Olímpico Universitario, Mexico City",Draw
1986--mexico,Group A,1986-06-10,South Korea,Italy,2,3,"Estadio Cuauhtémoc, Puebla",Italy
1986--mexico,Group A,1986-06-10,Argentina,Bulgaria,2,0,"Estadio Olímpico Universitario, Mexico City",Argentina
1986--mexico,Group B,1986-06-03,Belgium,Mexico,1,2,"Estadio Azteca, Mexico City",Mexico
1986--mexico,Group B,1986-06-04,Paraguay,Iraq,1,0,"Estadio Nemesio Díez, Toluca",Paraguay
1986--mexico,Group B,1986-06-07,Mexico,Paraguay,1,1,"Estadio Azteca, Mexico City",Draw
1986--mexico,Group B,1986-06-08,Iraq,Belgium,1,2,"Estadio Nemesio Díez, Toluca",Belgium
1986--mexico,Group B,1986-06-11,Iraq,Mexico,0,1,"Estadio Azteca, Mexico City",Mexico
1986--mexico,Group B,1986-06-11,Paraguay,Belgium,2,2,"Estadio Nemesio Díez, Toluca",Draw
1986--mexico,Group C,1986-06-01,Canada,France,0,1,"Estadio Nou Camp, León",France
1986--mexico,Group C,1986-06-02,Soviet Union,Hungary,6,0,"Estadio Sergio León Chavez, Irapuato",Soviet Union
1986--mexico,Group C,1986-06-05,France,Soviet Union,1,1,"Estadio Nou Camp, León",Draw
1986--mexico,Group C,1986-06-06,Hungary,Canada,2,0,"Estadio Sergio León Chavez, Irapuato",Hungary
1986--mexico,Group C,1986-06-09,Hungary,France,0,3,"Estadio Nou Camp, León",France
1986--mexico,Group C,1986-06-09,Soviet Union,Canada,2,0,"Estadio Sergio León Chavez, Irapuato",Soviet Union
1986--mexico,Group D,1986-06-01,Spain,Brazil,0,1,"Estadio Jalisco, Guadalajara",Brazil
1986--mexico,Group D,1986-06-03,Algeria,Northern Ireland,1,1,"Estadio Tres de Marzo, Guadalajara",Draw
1986--mexico,Group D,1986-06-06,Brazil,Algeria,1,0,"Estadio Jalisco, Guadalajara",Brazil
1986--mexico,Group D,1986-06-07,Northern Ireland,Spain,1,2,"Estadio Tres de Marzo, Guadalajara",Spain
1986--mexico,Group D,1986-06-12,Northern Ireland,Brazil,0,3,"Estadio Jalisco, Guadalajara",Brazil
1986--mexico,Group D,1986-06-12,Algeria,Spain,0,3,"Estadio Tecnológico, Monterrey",Spain
1986--mexico,Group E,1986-06-04,Uruguay,West Germany,1,1,"Estadio La Corregidora, Querétaro",Draw
1986--mexico,Group E,1986-06-04,Scotland,Denmark,0,1,"Estadio Neza 86, Nezahualcóyotl",Denmark
1986--mexico,Group E,1986-06-08,West Germany,Scotland,2,1,"Estadio La Corregidora, Querétaro",West Germany
1986--mexico,Group E,1986-06-08,Denmark,Uruguay,6,1,"Estadio Neza 86, Nezahualcóyotl",Denmark
1986--mexico,Group E,1986-06-13,Denmark,West Germany,2,0,"Estadio La Corregidora, Querétaro",Denmark
1986--mexico,Group E,1986-06-13,Scotland,Uruguay,0,0,"Estadio Neza 86, Nezahualcóyotl",Draw
1986--mexico,Group F,1986-06-02,Morocco,Poland,0,0,"Estadio Universitario, Monterrey",Draw
1986--mexico,Group F,1986-06-03,Portugal,England,1,0,"Estadio Tecnológico, Monterrey",Portugal
1986--mexico,Group F,1986-06-06,England,Morocco,0,0,"Estadio Tecnológico, Monterrey",Draw
1986--mexico,Group F,1986-06-07,Poland,Portugal,1,0,"Estadio Universitario, Monterrey",Poland
1986--mexico,Group F,1986-06-11,Portugal,Morocco,1,3,"Estadio Tres de Marzo, Guadalajara",Morocco
1986--mexico,Group F,1986-06-11,England,Poland,3,0,"Estadio Tecnológico, Monterrey",England
1986--mexico,Round of 16,1986-06-15,Mexico,Bulgaria,2,0,"Estadio Azteca, Mexico City",Mexico
1986--mexico,Round of 16,1986-06-15,Soviet Union,Belgium,3,4,"Estadio Nou Camp, León",Belgium
1986--mexico,Round of 16,1986-06-16,Argentina,Uruguay,1,0,"Estadio Cuauhtémoc, Puebla",Argentina
1986--mexico,Round of 16,1986-06-16,Brazil,Poland,4,0,"Estadio Jalisco, Guadalajara",Brazil
1986--mexico,Round of 16,1986-06-17,Italy,France,0,2,"Estadio Olímpico Universitario, Mexico City",France
1986--mexico,Round of 16,1986-06-17,Morocco,West Germany,0,1,"Estadio Universitario, Monterrey",West Germany
1986--mexico,Round of 16,1986-06-18,England,Paraguay,3,0,"Estadio Azteca, Mexico City",England
1986--mexico,Round of 16,1986-06-18,Denmark,Spain,1,5,"Estadio La Corregidora, Querétaro",Spain
1986--mexico,Quarter-finals,1986-06-21,Brazil  3-4pen 1-1aet (,France,1,1,"Estadio Jalisco, Guadalajara",Draw
1986--mexico,Quarter-finals,1986-06-21,West Germany  4-1pen,Mexico,0,0,"Estadio Universitario, Monterrey",Draw
1986--mexico,Quarter-finals,1986-06-22,Spain    4-5pen,Belgium,1,1,"Estadio Cuauhtémoc, Puebla",Draw
1986--mexico,Quarter-finals,1986-06-22,Argentina,England,2,1,"Estadio Azteca, Mexico City",Argentina
1986--mexico,Semi-finals,1986-06-25,Argentina,Belgium,2,0,"Estadio Azteca, Mexico City",Argentina
1986--mexico,Semi-finals,1986-06-25,France,West Germany,0,2,"Estadio Jalisco, Guadalajara",West Germany
1986--mexico,Third place match,1986-06-28,France   4-2aet (,Belgium,2,2,"Estadio Cuauhtémoc, Puebla",Draw
1986--mexico,Final,1986-06-29,Argentina,West Germany,3,2,"Estadio Azteca, Mexico City",Argentina
1990--italy,Group A,1990-06-09,Italy,Austria,1,0,"Stadio Olimpico, Rome",Italy
1990--italy,Group A,1990-06-10,United States,Czechoslovakia,1,5,"Stadio Comunale, Florence",Czechoslovakia
1990--italy,Group A,1990-06-14,Italy,United States,1,0,"Stadio Olimpico, Rome",Italy
1990--italy,Group A,1990-06-15,Austria,Czechoslovakia,0,1,"Stadio Comunale, Florence",Czechoslovakia
1990--italy,Group A,1990-06-19,Italy,Czechoslovakia,2,0,"Stadio Olimpico, Rome",Italy
1990--italy,Group A,1990-06-19,Austria,United States,2,1,"Stadio Comunale, Florence",Austria
1990--italy,Group B,1990-06-08,Argentina,Cameroon,0,1,"San Siro, Milan",Cameroon
1990--italy,Group B,1990-06-09,Soviet Union,Romania,0,2,"Stadio San Nicola, Bari",Romania
1990--italy,Group B,1990-06-13,Argentina,Soviet Union,2,0,"Stadio San Paolo, Naples",Argentina
1990--italy,Group B,1990-06-14,Cameroon,Romania,2,1,"Stadio San Nicola, Bari",Cameroon
1990--italy,Group B,1990-06-18,Argentina,Romania,1,1,"Stadio San Paolo, Naples",Draw
1990--italy,Group B,1990-06-18,Cameroon,Soviet Union,0,4,"Stadio San Nicola, Bari",Soviet Union
1990--italy,Group C,1990-06-10,Brazil,Sweden,2,1,"Stadio Delle Alpi, Turin",Brazil
1990--italy,Group C,1990-06-11,Costa Rica,Scotland,1,0,"Stadio Luigi Ferraris, Genoa",Costa Rica
1990--italy,Group C,1990-06-16,Brazil,Costa Rica,1,0,"Stadio Delle Alpi, Turin",Brazil
1990--italy,Group C,1990-06-16,Sweden,Scotland,1,2,"Stadio Luigi Ferraris, Genoa",Scotland
1990--italy,Group C,1990-06-20,Brazil,Scotland,1,0,"Stadio Delle Alpi, Turin",Brazil
1990--italy,Group C,1990-06-20,Sweden,Costa Rica,1,2,"Stadio Luigi Ferraris, Genoa",Costa Rica
1990--italy,Group D,1990-06-09,United Arab Emirates,Colombia,0,2,"Stadio Renato Dall'Ara, Bologna",Colombia
1990--italy,Group D,1990-06-10,West Germany,Yugoslavia,4,1,"San Siro, Milan",West Germany
1990--italy,Group D,1990-06-14,Yugoslavia,Colombia,1,0,"Stadio Renato Dall'Ara, Bologna",Yugoslavia
1990--italy,Group D,1990-06-15,West Germany,United Arab Emirates,5,1,"San Siro, Milan",West Germany
1990--italy,Group D,1990-06-19,West Germany,Colombia,1,1,"San Siro, Milan",Draw
1990--italy,Group D,1990-06-19,Yugoslavia,United Arab Emirates,4,1,"Stadio Renato Dall'Ara, Bologna",Yugoslavia
1990--italy,Group E,1990-06-12,Belgium,South Korea,2,0,"Stadio Marc'Antonio Bentegodi, Verona",Belgium
1990--italy,Group E,1990-06-13,Uruguay,Spain,0,0,"Stadio Friuli, Udine",Draw
1990--italy,Group E,1990-06-17,Belgium,Uruguay,3,1,"Stadio Marc'Antonio Bentegodi, Verona",Belgium
1990--italy,Group E,1990-06-17,South Korea,Spain,1,3,"Stadio Friuli, Udine",Spain
1990--italy,Group E,1990-06-21,Belgium,Spain,1,2,"Stadio Marc'Antonio Bentegodi, Verona",Spain
1990--italy,Group E,1990-06-21,South Korea,Uruguay,0,1,"Stadio Friuli, Udine",Uruguay
1990--italy,Group F,1990-06-11,England,Ireland,1,1,"Stadio Sant'Elia, Cagliari",Draw
1990--italy,Group F,1990-06-12,Netherlands,Egypt,1,1,"Stadio La Favorita, Palermo",Draw
1990--italy,Group F,1990-06-16,England,Netherlands,0,0,"Stadio Sant'Elia, Cagliari",Draw
1990--italy,Group F,1990-06-17,Ireland,Egypt,0,0,"Stadio La Favorita, Palermo",Draw
1990--italy,Group F,1990-06-21,England,Egypt,1,0,"Stadio Sant'Elia, Cagliari",England
1990--italy,Group F,1990-06-21,Ireland,Netherlands,1,1,"Stadio La Favorita, Palermo",Draw
1990--italy,Round of 16,1990-06-23,Cameroon,Colombia,2,1,"Stadio San Paolo, Naples",Cameroon
1990--italy,Round of 16,1990-06-23,Czechoslovakia,Costa Rica,4,1,"Stadio San Nicola, Bari",Czechoslovakia
1990--italy,Round of 16,1990-06-24,Brazil,Argentina,0,1,"Stadio Delle Alpi, Turin",Argentina
1990--italy,Round of 16,1990-06-24,West Germany,Netherlands,2,1,"San Siro, Milan",West Germany
1990--italy,Round of 16,1990-06-25,Ireland   5-4pen,Romania,0,0,"Stadio Luigi Ferraris, Genoa",Draw
1990--italy,Round of 16,1990-06-25,Italy,Uruguay,2,0,"Stadio Olimpico, Rome",Italy
1990--italy,Round of 16,1990-06-26,Spain,Yugoslavia,1,2,"Stadio Marc'Antonio Bentegodi, Verona",Yugoslavia
1990--italy,Round of 16,1990-06-26,England,Belgium,1,0,"Stadio Renato Dall'Ara, Bologna",England
1990--italy,Quarter-finals,1990-06-30,Yugoslavia   2-3pen,Argentina,0,0,"Stadio Artemio Franchi, Florence",Draw
1990--italy,Quarter-finals,1990-06-30,Italy,Ireland,1,0,"Stadio Olimpico, Rome",Italy
1990--italy,Quarter-finals,1990-07-01,West Germany,Czechoslovakia,1,0,"San Siro, Milan",West Germany
1990--italy,Quarter-finals,1990-07-01,England,Cameroon,3,2,"Stadio San Paolo, Naples",England
1990--italy,Semi-finals,1990-07-03,Italy    3-4pen,Argentina,1,1,"Stadio San Paolo, Naples",Draw
1990--italy,Semi-finals,1990-07-04,West Germany   4-3pen,England,1,1,"Stadio delle Alpi, Turin",Draw
1990--italy,Third place match,1990-07-07,Italy,England,2,1,"Stadio San Nicola, Bari",Italy
1990--italy,Final,1990-07-08,West Germany,Argentina,1,0,"Stadio Olimpico, Rome",West Germany
1994--usa,Group A,1994-06-18,USA,Switzerland,1,1,"Pontiac Silverdome, Pontiac",Draw
1994--usa,Group A,1994-06-18,Colombia,Romania,1,3,"Rose Bowl, Pasadena",Romania
1994--usa,Group A,1994-06-22,Romania,Switzerland,1,4,"Pontiac Silverdome, Pontiac",Switzerland
1994--usa,Group A,1994-06-22,USA,Colombia,2,1,"Rose Bowl, Pasadena",USA
1994--usa,Group A,1994-06-26,USA,Romania,0,1,"Rose Bowl, Pasadena",Romania
1994--usa,Group A,1994-06-26,Switzerland,Colombia,0,2,"Stanford Stadium, Stanford",Colombia
1994--usa,Group B,1994-06-19,Cameroon,Sweden,2,2,"Rose Bowl, Pasadena",Draw
1994--usa,Group B,1994-06-20,Brazil,Russia,2,0,"Stanford Stadium, Stanford",Brazil
1994--usa,Group B,1994-06-24,Brazil,Cameroon,3,0,"Stanford Stadium, Stanford",Brazil
1994--usa,Group B,1994-06-24,Sweden,Russia,3,1,"Pontiac Silverdome, Pontiac",Sweden
1994--usa,Group B,1994-06-28,Russia,Cameroon,6,1,"Stanford Stadium, Stanford",Russia
1994--usa,Group B,1994-06-28,Brazil,Sweden,1,1,"Pontiac Silverdome, Pontiac",Draw
1994--usa,Group C,1994-06-17,Germany,Bolivia,1,0,"Soldier Field, Chicago",Germany
1994--usa,Group C,1994-06-17,Spain,South Korea,2,2,"Cotton Bowl, Dallas",Draw
1994--usa,Group C,1994-06-21,Germany,Spain,1,1,"Soldier Field, Chicago",Draw
1994--usa,Group C,1994-06-23,South Korea,Bolivia,0,0,"Foxboro Stadium, Foxborough",Draw
1994--usa,Group C,1994-06-27,Bolivia,Spain,1,3,"Soldier Field, Chicago",Spain
1994--usa,Group C,1994-06-27,Germany,South Korea,3,2,"Cotton Bowl, Dallas",Germany
1994--usa,Group D,1994-06-21,Argentina,Greece,4,0,"Foxboro Stadium, Foxborough",Argentina
1994--usa,Group D,1994-06-21,Nigeria,Bulgaria,3,0,"Cotton Bowl, Dallas",Nigeria
1994--usa,Group D,1994-06-25,Argentina,Nigeria,2,1,"Foxboro Stadium, Foxborough",Argentina
1994--usa,Group D,1994-06-26,Greece,Bulgaria,0,4,"Soldier Field, Chicago",Bulgaria
1994--usa,Group D,1994-06-30,Greece,Nigeria,0,2,"Foxboro Stadium, Foxborough",Nigeria
1994--usa,Group D,1994-06-30,Argentina,Bulgaria,0,2,"Cotton Bowl, Dallas",Bulgaria
1994--usa,Group E,1994-06-18,Italy,Ireland,0,1,"Giants Stadium, East Rutherford",Ireland
1994--usa,Group E,1994-06-19,Norway,Mexico,1,0,"RFK Stadium, Washington",Norway
1994--usa,Group E,1994-06-23,Italy,Norway,1,0,"Giants Stadium, East Rutherford",Italy
1994--usa,Group E,1994-06-24,Mexico,Ireland,2,1,"Citrus Bowl, Orlando",Mexico
1994--usa,Group E,1994-06-28,Ireland,Norway,0,0,"Giants Stadium, East Rutherford",Draw
1994--usa,Group E,1994-06-28,Italy,Mexico,1,1,"RFK Stadium, Washington",Draw
1994--usa,Group F,1994-06-19,Belgium,Morocco,1,0,"Citrus Bowl, Orlando",Belgium
1994--usa,Group F,1994-06-20,Netherlands,Saudi Arabia,2,1,"RFK Stadium, Washington",Netherlands
1994--usa,Group F,1994-06-25,Belgium,Netherlands,1,0,"Citrus Bowl, Orlando",Belgium
1994--usa,Group F,1994-06-25,Saudi Arabia,Morocco,2,1,"Giants Stadium, East Rutherford",Saudi Arabia
1994--usa,Group F,1994-06-29,Morocco,Netherlands,1,2,"Citrus Bowl, Orlando",Netherlands
1994--usa,Group F,1994-06-29,Belgium,Saudi Arabia,0,1,"RFK Stadium, Washington",Saudi Arabia
1994--usa,Round of 16,1994-07-02,Germany,Belgium,3,2,"Soldier Field, Chicago",Germany
1994--usa,Round of 16,1994-07-02,Spain,Switzerland,3,0,"RFK Stadium, Washington",Spain
1994--usa,Round of 16,1994-07-03,Saudi Arabia,Sweden,1,3,"Cotton Bowl, Dallas",Sweden
1994--usa,Round of 16,1994-07-03,Romania,Argentina,3,2,"Rose Bowl, Pasadena",Romania
1994--usa,Round of 16,1994-07-04,Netherlands,Ireland,2,0,"Citrus Bowl, Orlando",Netherlands
1994--usa,Round of 16,1994-07-04,Brazil,USA,1,0,"Stanford Stadium, Stanford",Brazil
1994--usa,Round of 16,1994-07-05,Nigeria,Italy,1,2,"Foxboro Stadium, Foxborough",Italy
1994--usa,Round of 16,1994-07-05,Mexico,Bulgaria,1,3,"Giants Stadium, East Rutherford",Bulgaria
1994--usa,Quarter-finals,1994-07-09,Italy,Spain,2,1,"Foxboro Stadium, Foxborough",Italy
